lat,lon,aod,d2m,t2m,u10,v10,sp,tp,PM25,date,timestamp,month,dayofyear
21.143383,79.048912,3.3288846015930176,296.2586669921875,299.8287658691406,3.6419527530670166,0.7111186981201172,97017.875,0.0017668387154117,13.337934,2023-08-05,,8,217
10.942451,76.978996,0.2441145181655883,293.5684814453125,299.579345703125,3.3121187686920166,1.8394349813461304,97144.25,4.518356217886321e-05,23.20637,2023-08-05,,8,217
10.358535,77.984321,0.4623549580574035,291.9445495605469,303.3311462402344,2.2814791202545166,-1.388694167137146,98586.375,8.405618245888036e-06,17.178925,2023-08-05,,8,217
13.0664,80.2112,0.7537028193473816,295.3878173828125,304.4142150878906,1.350977897644043,1.5175966024398804,100752.625,1.66161607921822e-05,25.131376,2023-08-05,,8,217
17.4559458,78.4332152,1.0757367610931396,294.2767333984375,298.7464904785156,4.772079944610596,0.340553879737854,94452.0078125,0.0009030482615344,17.103636,2023-08-05,,8,217
26.1875,91.744194,0.9047266244888306,299.0835266113281,300.791015625,1.2920585870742798,-0.252707839012146,99370.125,0.0068546622060239,15.140314,2023-08-05,,8,217
16.802639,75.722694,0.4601305425167084,293.9750671386719,297.8204650878906,6.352199077606201,1.1045513153076172,94418.0078125,0.0004379129677545,17.67985,2023-08-05,,8,217
11.9309,79.8027,0.5787114500999451,296.4221496582031,303.8414001464844,0.586003839969635,2.404803514480591,100852.7890625,1.3736512300965842e-05,17.949116,2023-08-05,,8,217
12.864618,79.659968,0.3253203332424164,293.3912353515625,304.8951721191406,2.2199151515960693,0.4092387855052948,99960.125,2.823286013153848e-05,25.257463,2023-08-05,,8,217
10.798548,79.838212,0.4491148591041565,297.1158447265625,303.830322265625,0.8016207218170166,2.9984922409057617,100939.125,1.0927019502560142e-05,15.212255,2023-08-05,,8,217
10.681158,78.741746,0.167719155550003,291.0434265136719,305.8328552246094,3.661036491394043,-1.1328754425048828,99815.2109375,1.1555351193237584e-05,19.658417,2023-08-05,,8,217
12.909494,79.131861,0.4840230047702789,292.4623718261719,303.287353515625,3.1024019718170166,-0.2773253619670868,97777.7109375,2.4624912839499306e-05,30.077171,2023-08-05,,8,217
12.9533,80.2357,0.5319016575813293,295.6604309082031,304.265869140625,1.3659518957138062,1.694618821144104,100793.5859375,1.81441500899382e-05,23.802534,2023-08-05,,8,217
16.5150833,80.5181667,0.3917671740055084,296.1873779296875,303.2127380371094,3.185938835144043,-0.1529560536146164,100495.7890625,8.508266182616353e-05,12.614227,2023-08-05,,8,217
10.5324,76.2159,1.1215147972106934,296.4828796386719,299.73876953125,1.9859470129013064,-2.016624212265014,101126.75,0.0010779983131214,23.169395,2023-08-05,,8,217
21.14472,79.107595,2.382154703140259,296.2955322265625,299.9130859375,3.6337740421295166,0.7905457615852356,97151.875,0.0017623580060899,13.337934,2023-08-05,,8,217
21.152875,79.0517531,2.381324052810669,296.3610534667969,299.8423767089844,3.5521090030670166,0.7681865692138672,97146.6640625,0.0025434417184442,13.337934,2023-08-05,,8,217
26.699557,77.898881,1.39971923828125,298.1135559082031,302.07958984375,3.001734733581543,-0.212790846824646,98267.5,0.0032117313239723,23.488186,2023-08-05,,8,217
12.8777316,80.0834807,0.4230722784996032,295.2556457519531,304.2972717285156,1.532374382019043,1.459511399269104,100647.9140625,1.9438999515841715e-05,25.905237,2023-08-05,,8,217
11.258242,77.552761,0.242549180984497,293.8591003417969,301.2010803222656,2.3886163234710693,0.6166566014289856,97565.625,0.0001635028020245,15.932482,2023-08-05,,8,217
17.37206,78.50864,1.08897066116333,294.4003601074219,299.0107421875,5.018214225769043,0.2487163096666336,94881.0078125,0.0008120961138047,13.466227,2023-08-05,,8,217
16.7602,77.1428,1.0853478908538818,294.5849304199219,299.7958068847656,4.451645374298096,0.2986430823802948,96631.5390625,0.000802896276582,15.807446,2023-08-05,,8,217
13.0052189,80.2398125,0.3946759402751922,295.6604309082031,304.265869140625,1.3659518957138062,1.694618821144104,100793.5859375,1.81441500899382e-05,23.802534,2023-08-05,,8,217
8.728442,77.6962,0.233009859919548,292.1181945800781,303.7256774902344,3.710271596908569,-1.3051166534423828,99757.0390625,0.0002062067069346,15.949475,2023-08-05,,8,217
16.554731,80.64911,0.403474748134613,296.2242431640625,302.8427734375,3.149806022644043,-0.1224384680390358,100182.7890625,9.872776718111707e-05,16.847637,2023-08-05,,8,217
16.9872867,81.7363176,0.5656602382659912,297.1133117675781,302.5851135253906,3.0702569484710693,0.490883469581604,100346.0859375,0.0003791415365412,20.75985,2023-08-05,,8,217
21.194815,81.31477,1.158568263053894,296.5752258300781,299.7576599121094,3.5808770656585693,0.9240500330924988,97161.5,0.0034927723463624,12.076011,2023-08-05,,8,217
12.952707,79.30394,0.3817532956600189,292.4982604980469,304.087890625,3.062525749206543,-0.3242003619670868,98615.125,3.14955941576045e-05,23.546066,2023-08-05,,8,217
11.7637683,79.7499835,0.4588783383369446,295.1720886230469,304.6443786621094,0.8475191593170166,1.5471782684326172,100794.1640625,1.6889345715753734e-05,21.198719,2023-08-05,,8,217
9.865935,78.022669,0.4257500171661377,291.0486145019531,305.148681640625,1.6561130285263062,-0.2392597645521164,99363.6640625,1.211166090797633e-05,22.577166,2023-08-05,,8,217
11.0328,77.0349,0.4611837267875671,293.0616455078125,299.4217834472656,2.6424005031585693,1.7498353719711304,96131.5,4.447016908670776e-05,15.546166,2023-08-05,,8,217
10.7654824,79.1389968,0.458970159292221,291.7916259765625,306.5397033691406,2.7924249172210693,-0.0672626867890358,100392.625,4.1327134567836765e-06,19.76709,2023-08-05,,8,217
17.470431,78.566959,1.243991732597351,294.4638366699219,299.12890625,4.876124382019043,0.101051926612854,94970.3828125,0.001113090198487,14.626033,2023-08-05,,8,217
10.830158,78.691849,0.0723227486014366,291.7031555175781,305.925048828125,3.843531608581543,-0.9910907745361328,100238.2109375,1.7506812582723796e-05,25.154465,2023-08-05,,8,217
17.930306,77.482194,0.4840663969516754,294.2306823730469,298.45166015625,4.11273717880249,0.8262310028076172,94198.1796875,0.0009361275588162,24.368757,2023-08-05,,8,217
16.536107,80.594233,0.6453288793563843,296.3158874511719,303.2120056152344,3.1334893703460693,-0.0621153898537159,100594.1640625,8.965668530436233e-05,16.847637,2023-08-05,,8,217
13.20488,79.097889,0.5479222536087036,292.2453308105469,302.7798767089844,3.3699800968170166,-0.5681172013282776,97132.375,9.119368041865528e-05,25.9712,2023-08-05,,8,217
8.8787,76.6073,0.2478341311216354,296.6871337890625,300.0657653808594,1.7465263605117798,-4.0951762199401855,101277.875,0.0004107310669496,21.02014,2023-08-05,,8,217
13.328028,75.797056,1.6001482009887695,291.5534973144531,294.2554626464844,3.0154879093170166,0.014626145362854,89815.84375,0.001100392313674,17.108759,2023-08-05,,8,217
11.6829898,79.7532099,0.3078269362449646,296.2130126953125,304.0986328125,0.2347669601440429,2.382220506668091,100853.4140625,9.315830538980665e-06,29.32063,2023-08-05,,8,217
10.423417,78.784889,0.1974526494741439,291.1058349609375,305.703369140625,2.1456148624420166,-0.6022154688835144,99926.9609375,5.224222604738316e-06,19.108524,2023-08-05,,8,217
9.559382,77.948828,0.2674877941608429,290.7774658203125,305.4447326660156,2.326563835144043,-0.4467589557170868,99936.4140625,9.527552720101085e-06,19.61227,2023-08-05,,8,217
27.19862,77.92066,1.3885267972946167,298.4622802734375,302.2377014160156,2.4306085109710693,-0.4971332550048828,98250.1640625,0.0030130052473396,21.370848,2023-08-05,,8,217
13.615387,79.40923,0.6176201105117798,293.3966064453125,302.7525329589844,2.6586358547210693,-0.4874083697795868,97907.5,4.8320554924430326e-05,22.360804,2023-08-05,,8,217
28.699793,77.165453,1.35720694065094,297.7315368652344,303.0447082519531,3.5045597553253174,0.1256951540708542,97422.0625,0.0010582426330074,34.311695,2023-08-06,2023-08-06,8,218
28.531346,77.190156,1.2787249088287354,297.10546875,302.96014404296875,3.6685001850128174,0.1298455446958542,97078.3125,0.0008075561490841,32.74363,2023-08-06,2023-08-06,8,218
31.321907,75.578914,1.4299137592315674,299.37353515625,302.4013977050781,-0.6878229975700378,-0.1512010097503662,97029.8125,0.0050720763392746,30.943987,2023-08-06,2023-08-06,8,218
26.912329,70.909168,1.144310712814331,294.6785583496094,303.4996032714844,5.1685004234313965,7.752689361572266,97249.2734375,9.177252309200412e-07,45.62324,2023-08-06,2023-08-06,8,218
28.422681,77.148944,0.9626795053482056,296.96337890625,303.0874938964844,3.7541935443878174,0.2158237248659134,97096.5234375,0.0005966752651147,31.917038,2023-08-06,2023-08-06,8,218
16.5038,74.3623,2.365623950958252,294.0416564941406,296.8982849121094,4.347373962402344,0.7210727334022522,94285.4921875,0.0014514932408928,20.237028,2023-08-06,2023-08-06,8,218
28.623763,77.287209,1.0808390378952026,297.4781188964844,303.0603332519531,3.50549578666687,0.0898471698164939,97372.8984375,0.00099028123077,24.77112,2023-08-06,2023-08-06,8,218
28.194909,76.862296,1.0917890071868896,296.58935546875,303.0340270996094,3.91528582572937,0.410729318857193,96866.8984375,0.0003378241381142,31.889032,2023-08-06,2023-08-06,8,218
29.61075,74.283608,1.0513781309127808,296.1456604003906,305.4476928710937,2.565635681152344,2.0622594356536865,97669.8515625,2.011569813475944e-05,29.400547,2023-08-06,2023-08-06,8,218
28.60909,77.0325413,1.0422894954681396,297.109375,303.4439392089844,3.798993349075317,0.3112013339996338,97497.7734375,0.000498222419992,31.145157,2023-08-06,2023-08-06,8,218
26.200388,78.147714,2.312497138977051,297.1712951660156,301.3686828613281,3.6455509662628174,0.6715528964996338,97352.2265625,0.0016178382793441,22.417465,2023-08-06,2023-08-06,8,218
28.628624,77.24106,1.1033045053482056,297.356689453125,303.0684509277344,3.6016056537628174,0.1183302402496337,97283.9765625,0.0009429673082195,24.77112,2023-08-06,2023-08-06,8,218
29.931624,73.864511,1.2736085653305054,296.2861328125,305.3510131835937,2.1169865131378174,2.3646275997161865,97706.6015625,1.847967541834805e-05,25.552248,2023-08-06,2023-08-06,8,218
26.506177,77.025989,2.1509506702423096,296.0569763183594,301.9354858398437,4.1500678062438965,0.8388299345970154,96837.2734375,0.0001949219877133,29.34112,2023-08-06,2023-08-06,8,218
14.816666,74.141003,0.6297953128814697,296.1988525390625,302.4990234375,2.1708920001983643,0.2022514790296554,97903.5703125,0.0001950359437614,26.425245,2023-08-06,2023-08-06,8,218
24.885261,72.857549,1.884409546852112,295.4502868652344,299.5600891113281,3.5255558490753174,3.375410318374634,96067.7265625,0.0006727236323058,32.685036,2023-08-06,2023-08-06,8,218
28.3153,76.9143,0.6713614463806152,296.6717834472656,303.1853332519531,3.94714617729187,0.391564279794693,97026.0234375,0.0003639995120465,33.591095,2023-08-06,2023-08-06,8,218
18.60577,73.749976,1.4041972160339355,294.4823303222656,296.1338195800781,4.6489691734313965,0.8985629677772522,94399.40625,0.0032213472295552,25.177479,2023-08-06,2023-08-06,8,218
28.2348927,77.8683002,2.1656339168548584,298.1250915527344,302.7881774902344,3.219688415527344,0.3151075839996338,97684.3515625,0.0011965410085394,28.642153,2023-08-06,2023-08-06,8,218
28.611281,77.237738,1.5684181451797483,297.356689453125,303.0684509277344,3.6016056537628174,0.1183302402496337,97283.9765625,0.0009429673082195,24.77112,2023-08-06,2023-08-06,8,218
30.233011,74.907758,0.9487043619155884,297.3006286621094,305.2473449707031,1.8295923471450808,1.4006789922714231,97485.1875,0.0001165087451227,32.963673,2023-08-06,2023-08-06,8,218
26.699557,77.898881,2.391895532608032,297.012451171875,302.4533996582031,3.9058048725128174,0.8767530918121338,98040.5625,0.0007976812776178,22.89135,2023-08-06,2023-08-06,8,218
28.5898,77.3101,1.2191596031188965,297.4781188964844,303.0603332519531,3.50549578666687,0.0898471698164939,97372.8984375,0.00099028123077,32.18014,2023-08-06,2023-08-06,8,218
11.875,75.3732,0.2194689214229583,297.0437927246094,299.49676513671875,2.040489196777344,-1.8399215936660769,100838.9765625,0.0008854761254042,27.846012,2023-08-06,2023-08-06,8,218
28.018792,73.292658,1.2581970691680908,294.7982482910156,304.4314270019531,4.440879821777344,6.012943267822266,97321.6015625,3.5762784733606174e-08,28.814379,2023-08-06,2023-08-06,8,218
